property_scope,availability,location,bedrooms,total_sqft,bathrooms,balconies,buying_status,BER,renovation_needed,price_per_sqft,sqft_per_room,log_total_sqft,log_price_per_sqft
Extended Coverage,0,DCC,2,1100.0,2,2,1,1,0,536.55,275.0,7.00397413672268,6.287021778931237
Extended Coverage,0,Fingal,2,1170.0,2,1,0,2,1,368.63,292.5,7.065613363597717,5.912502505304687
Extended Coverage,353,Fingal,1,595.0,1,1,1,2,1,607.18,297.5,6.39024066706535,6.410470890782813
Extended Coverage,0,DCC,3,1650.0,3,2,1,4,2,756.67,275.0,7.409136443920128,6.630247934646819
Extended Coverage,0,Fingal,4,800.0,4,1,1,5,2,1135.0,100.0,6.68586094706836,7.035268599281097
Extended Coverage,0,Other,3,1375.0,2,3,0,1,0,396.71,275.0,7.226936018493289,5.985723096478868
Extended Coverage,169,DCC,2,1235.0,2,1,1,1,0,430.11,308.75,7.119635638017636,6.066363277958191
Extended Coverage,0,Fingal,1,750.0,1,2,0,4,2,378.33,375.0,6.621405651764134,5.938406538633336
Constructed Space,0,Fingal,3,1400.0,3,1,0,1,0,932.32,233.33333333333334,7.244941546337007,6.838748121678858
Extended Coverage,0,South Dublin,3,1270.0,2,2,0,3,1,453.91,254.0,7.147559271189454,6.120099597187713
Extended Coverage,352,Fingal,2,1105.0,2,1,0,6,2,523.85,276.25,7.00850518208228,6.263112507481806
Extended Coverage,0,Other,3,1375.0,2,3,1,6,2,701.64,275.0,7.226936018493289,6.554844669608862
Land Parcel,0,Fingal,4,2168.0,4,2,1,5,2,497.35,271.0,7.682021510826875,6.211302641413465
Extended Coverage,0,Dun Laoghaire,2,1065.0,2,1,0,4,2,435.24,266.25,6.97166860472579,6.078192550617806
Extended Coverage,0,Dun Laoghaire,1,825.0,1,1,1,7,2,619.09,412.5,6.716594773520978,6.429864628794579
Constructed Space,0,Fingal,2,1095.0,2,0,0,4,2,414.61,273.75,6.999422467507961,6.0297473205332865
Land Parcel,0,South Dublin,3,720.0,3,3,0,4,2,1024.65,120.0,6.580639137284949,6.933081836928146
Extended Coverage,199,Fingal,3,1440.0,2,2,1,3,1,475.52,288.0,7.273092595999522,6.16650969493116
Extended Coverage,0,Dun Laoghaire,2,870.0,2,1,0,4,2,515.32,217.5,6.769641976852503,6.246726728303652
Extended Coverage,0,DCC,2,1195.0,2,1,0,3,1,797.82,298.75,7.086737934510577,6.68313563878456
Extended Coverage,0,Other,2,1200.0,2,1,0,7,2,468.19,300.0,7.0909098220799835,6.151007803679223
Extended Coverage,0,Fingal,3,1530.0,3,3,1,1,0,454.0,255.0,7.333676395657684,6.12029741895095
Extended Coverage,290,South Dublin,3,1708.0,2,1,0,3,1,601.39,341.6,7.443663683115591,6.400905076082293
Extended Coverage,0,Fingal,2,975.0,2,1,1,2,1,500.56,243.75,6.883462586413092,6.217723241322337
Constructed Space,0,DCC,2,750.0,2,1,0,6,2,378.33,187.5,6.621405651764134,5.938406538633336
Extended Coverage,352,South Dublin,3,1920.0,3,2,0,6,2,768.49,320.0,7.560601162768557,6.6457279577429
Extended Coverage,355,Dun Laoghaire,2,1183.0,2,1,0,4,2,561.84,295.75,7.076653815443951,6.332995395920055
Land Parcel,0,DCC,4,1140.0,4,1,1,2,1,896.05,142.5,7.039660349862076,6.799111601865393
Extended Coverage,0,South Dublin,3,1550.0,2,2,1,1,0,475.97,310.0,7.346655163176539,6.167453595828728
Extended Coverage,0,DCC,2,1110.0,2,3,1,5,2,541.94,277.5,7.01301578963963,6.296998816591097
Extended Coverage,0,DCC,2,1105.0,2,1,0,4,2,397.2,276.25,7.00850518208228,5.986954391630096
Land Parcel,0,Fingal,3,1800.0,3,2,0,6,2,428.78,300.0,7.496097345175956,6.063273449854415
Extended Coverage,199,Fingal,2,1000.0,2,2,0,3,1,339.36,250.0,6.90875477931522,5.830003880981357
Constructed Space,0,South Dublin,2,1190.0,2,2,1,1,0,648.57,297.5,7.0825485693553,6.476310605515025
Extended Coverage,138,Dun Laoghaire,3,1929.0,4,1,0,5,2,606.04,275.57142857142856,7.5652752818989315,6.40859468674665
Constructed Space,0,DCC,3,1525.0,3,1,0,4,2,744.26,254.16666666666666,7.330405211844402,6.6137331507841575
Extended Coverage,0,South Dublin,3,1775.0,3,3,0,4,2,703.38,295.8333333333333,7.4821189235521155,6.557317983260417
Constructed Space,0,DCC,2,1125.0,2,1,1,2,1,635.6,281.25,7.026426808699636,6.456141514847992
Extended Coverage,0,Fingal,2,900.0,2,2,0,3,1,529.67,225.0,6.803505257608338,6.274140359123526
Extended Coverage,77,Dun Laoghaire,2,1155.0,2,1,0,6,2,569.96,288.75,7.052721049232323,6.347319154662812
Constructed Space,0,DCC,4,1200.0,4,0,0,6,2,709.38,150.0,7.0909098220799835,6.5658000381285
Extended Coverage,0,South Dublin,2,1268.0,2,1,0,3,1,653.43,317.0,7.1459844677143876,6.4837646277585375
Constructed Space,0,Fingal,3,1500.0,3,2,0,4,2,665.87,250.0,7.313886831633462,6.502595124370928
Extended Coverage,17,Dun Laoghaire,1,630.0,1,1,1,6,2,846.75,315.0,6.447305862541213,6.742585781005748
Extended Coverage,0,South Dublin,3,1525.0,3,2,1,3,1,483.77,254.16666666666666,7.330405211844402,6.183674551652266
Extended Coverage,0,DCC,2,1060.0,2,2,0,3,1,513.96,265.0,6.966967138613983,6.244089227744361
Extended Coverage,0,South Dublin,3,1687.0,3,3,1,1,0,854.45,281.1666666666667,7.431299675155903,6.7516276462706575
Extended Coverage,0,Dun Laoghaire,3,1847.0,3,2,0,7,2,755.85,307.8333333333333,7.521859252201629,6.629165083208574
Extended Coverage,0,DCC,3,1410.0,2,3,0,3,1,426.63,282.0,7.252053951852814,6.058258335716989
Extended Coverage,0,Fingal,2,1075.0,2,1,0,1,0,453.89,268.75,6.98100574072173,6.120055631480957
Constructed Space,108,Fingal,3,1500.0,2,1,0,4,2,1082.03,300.0,7.313886831633462,6.987517947448355
Constructed Space,0,Other,2,1010.0,2,2,0,1,0,516.93,252.5,6.918695219020472,6.249840097992773
Extended Coverage,199,Fingal,3,1875.0,3,3,0,2,1,665.87,312.5,7.53689712956617,6.502595124370928
Extended Coverage,354,Dun Laoghaire,2,983.0,2,1,1,2,1,584.24,245.75,6.891625897052253,6.372022019509962
Extended Coverage,0,South Dublin,2,1101.0,2,2,0,3,1,670.07,275.25,7.004881989712859,6.508873453438131
Extended Coverage,0,Fingal,2,1140.0,2,1,0,4,2,756.67,285.0,7.039660349862076,6.630247934646819
Extended Coverage,0,Dun Laoghaire,2,1215.0,2,2,1,2,1,1027.57,303.75,7.103322062526113,6.93592476705898
Extended Coverage,0,Fingal,2,1007.0,2,3,1,5,2,473.39,251.75,6.915723448631314,6.162029768203335
Extended Coverage,0,DCC,3,2039.0,3,2,0,7,2,935.16,339.8333333333333,7.620705086838262,6.841786402039926
Extended Coverage,0,Fingal,2,1198.0,2,1,1,4,2,795.83,299.5,7.089243155027514,6.680641356164032
Land Parcel,0,Fingal,4,1470.0,4,2,0,3,1,266.38,183.75,7.293697720601438,5.588670867554977
Constructed Space,0,Other,2,1370.0,2,2,0,6,2,621.35,342.5,7.223295679562314,6.433502635446986
Extended Coverage,0,Fingal,2,1316.0,2,3,0,7,2,478.67,329.0,7.183111701743281,6.173098367465439
Extended Coverage,0,DCC,3,1350.0,3,1,0,6,2,466.61,225.0,7.208600337960199,6.1476346151690695
Extended Coverage,138,South Dublin,2,1050.0,2,1,1,7,2,464.81,262.5,6.957497370876951,6.143777825661188
Extended Coverage,0,Dun Laoghaire,2,921.0,2,1,1,1,0,419.0,230.25,6.826545223556594,6.040254711277414
Extended Coverage,0,DCC,2,1010.0,2,1,0,7,2,553.68,252.5,6.918695219020472,6.318391370885664
Extended Coverage,169,DCC,2,1015.0,2,1,0,2,1,480.84,253.75,6.923628628138427,6.177612108735466
Land Parcel,0,DCC,3,1200.0,2,0,1,7,2,628.98,240.0,7.0909098220799835,6.445688072849917
Constructed Space,0,Fingal,2,1179.0,2,1,0,5,2,722.01,294.75,7.07326971745971,6.583423053321758
Constructed Space,0,South Dublin,4,1850.0,4,2,0,7,2,527.62,231.25,7.523481312573497,6.270269837247093
Extended Coverage,0,South Dublin,2,870.0,2,1,1,1,0,313.1,217.5,6.769641976852503,5.749711406544601
Extended Coverage,0,DCC,3,1605.0,3,2,0,1,0,601.09,267.5,7.381501894506707,6.400406935795691
Extended Coverage,0,Fingal,2,1000.0,1,1,0,7,2,624.25,333.3333333333333,6.90875477931522,6.4381515697577285
Land Parcel,0,DCC,2,1200.0,2,0,0,3,1,756.67,300.0,7.0909098220799835,6.630247934646819
Land Parcel,138,South Dublin,2,1200.0,2,1,1,1,0,624.25,300.0,7.0909098220799835,6.4381515697577285
Constructed Space,0,Fingal,2,1200.0,2,2,0,5,2,472.92,300.0,7.0909098220799835,6.161038531079434
Extended Coverage,0,DCC,2,1255.0,2,1,1,6,2,520.02,313.75,7.135687347028144,6.255788428732508
Extended Coverage,0,DCC,2,1085.0,2,2,1,4,2,317.8,271.25,6.990256500493881,5.76456394691606
Extended Coverage,200,Dun Laoghaire,3,1592.0,3,1,0,3,1,891.17,265.3333333333333,7.373374309910049,6.793656697381025
Extended Coverage,322,Fingal,2,1313.0,2,1,0,1,0,503.7,328.25,7.1808311990445555,6.223964193346217
Extended Coverage,141,South Dublin,3,1934.0,3,2,1,6,2,880.3,322.3333333333333,7.5678626054638825,6.781398090105615
Extended Coverage,0,DCC,2,1200.0,2,1,0,2,1,468.19,300.0,7.0909098220799835,6.151007803679223
Extended Coverage,353,DCC,2,935.0,2,1,0,4,2,546.26,233.75,6.841615476477592,6.304924009420122
Constructed Space,0,Fingal,2,877.0,2,2,0,1,0,388.26,219.25,6.777646593635117,5.964247500814429
Extended Coverage,0,Fingal,2,936.0,2,2,1,6,2,509.29,234.0,6.842683282238422,6.234979191562023
Extended Coverage,0,South Dublin,3,1470.0,2,2,0,7,2,849.32,294.0,7.293697720601438,6.745612749225327
Constructed Space,0,Fingal,1,1050.0,1,1,1,5,2,756.67,525.0,6.957497370876951,6.630247934646819
Extended Coverage,78,Fingal,2,1232.0,2,0,1,4,2,641.29,308.0,7.117205503164344,6.465039915093817
Extended Coverage,0,Fingal,3,2225.0,4,2,0,3,1,862.09,317.85714285714283,7.70796153183549,6.760518973015519
Land Parcel,0,Fingal,3,1200.0,2,0,1,6,2,756.67,240.0,7.0909098220799835,6.630247934646819
Extended Coverage,0,South Dublin,3,1901.0,3,2,0,3,1,710.49,316.8333333333333,7.550661243105336,6.567361362617364
Extended Coverage,352,Dun Laoghaire,3,1819.0,3,2,1,3,1,623.97,303.1666666666667,7.506591780070841,6.437703648584365
Extended Coverage,0,Fingal,3,1464.0,3,2,1,2,1,434.15,244.0,7.289610521451167,6.075690799235523
Extended Coverage,0,Fingal,2,1256.0,2,1,0,6,2,542.2,314.0,7.136483208590247,6.297477576244487
Extended Coverage,0,Fingal,2,1100.0,2,2,0,1,0,454.0,275.0,7.00397413672268,6.12029741895095
Extended Coverage,0,DCC,3,1435.0,3,3,0,2,1,553.66,239.16666666666666,7.269616749608169,6.318355313410043
Extended Coverage,0,Dun Laoghaire,3,1845.0,4,1,1,1,0,676.69,263.57142857142856,7.520776415062797,6.518689956241551
Land Parcel,0,DCC,3,2400.0,4,1,0,6,2,614.79,342.85714285714283,7.783640596221253,6.422905996319896
Extended Coverage,0,DCC,2,1140.0,2,2,0,6,2,457.98,285.0,7.039660349862076,6.129006636126466
Extended Coverage,48,South Dublin,2,1200.0,2,0,0,4,2,567.5,300.0,7.0909098220799835,6.343001313190591
Extended Coverage,230,Fingal,3,2254.0,3,2,0,6,2,856.03,375.6666666666667,7.720905251936779,6.753472923819396
Extended Coverage,0,Fingal,3,1750.0,3,2,1,4,2,972.86,291.6666666666667,7.467942332285852,6.881267556145034
Constructed Space,0,Fingal,2,1020.0,2,1,0,7,2,411.72,255.0,6.928537818164665,6.022769396936394
Constructed Space,0,Fingal,1,515.0,1,1,0,1,0,550.97,257.5,6.246106765481563,6.313493696974112
Extended Coverage,0,South Dublin,3,1893.0,3,2,0,5,2,839.41,315.5,7.546446273746024,6.73388986799572
Constructed Space,0,Fingal,2,830.0,2,0,0,2,1,464.94,207.5,6.7226297948554485,6.144056870471156
Constructed Space,0,South Dublin,2,600.0,2,1,0,5,2,690.46,150.0,6.398594934535208,6.538805304167792
Extended Coverage,0,DCC,3,1075.0,2,1,0,7,2,950.23,215.0,6.98100574072173,6.8577558839877195
Extended Coverage,0,DCC,2,1200.0,2,1,1,3,1,737.75,300.0,7.0909098220799835,6.604959568720308
Extended Coverage,292,Dun Laoghaire,2,1233.0,2,2,0,6,2,714.78,308.25,7.1180162044653335,6.573372857175998
Extended Coverage,0,Fingal,2,1255.0,2,2,1,3,1,590.2,313.75,7.135687347028144,6.382154369633992
Extended Coverage,0,DCC,2,1200.0,2,2,0,3,1,357.52,300.0,7.0909098220799835,5.881984446489161
Extended Coverage,0,DCC,3,2145.0,3,2,0,7,2,925.99,357.5,7.671360923190644,6.831942778021154
Constructed Space,0,South Dublin,2,740.0,2,1,1,1,0,521.49,185.0,6.608000625296087,6.2586058448998365
Extended Coverage,0,DCC,3,1250.0,3,3,0,1,0,435.84,208.33333333333334,7.1316985104669115,6.079566995329528
Extended Coverage,0,Fingal,2,1210.0,2,2,0,6,2,375.21,302.5,7.099201743553092,5.930147498119174
Extended Coverage,0,Dun Laoghaire,3,1525.0,2,2,1,1,0,446.56,305.0,7.330405211844402,6.10381060693952
Constructed Space,0,South Dublin,1,540.0,1,0,0,5,2,756.67,270.0,6.293419278846481,6.630247934646819
Extended Coverage,0,Fingal,3,1240.0,2,1,0,3,1,768.87,248.0,7.123672785204607,6.646221669425312
Extended Coverage,0,Fingal,3,1245.0,2,1,1,1,0,619.92,249.0,7.1276936993473985,6.431202249158242
Extended Coverage,0,DCC,3,1075.0,2,1,1,2,1,379.99,215.0,6.98100574072173,5.94277312806309
Constructed Space,138,South Dublin,2,2200.0,2,1,1,3,1,283.75,550.0,7.696667081526462,5.651611602327291
Extended Coverage,0,Dun Laoghaire,2,1155.0,2,1,1,1,0,589.61,288.75,7.052721049232323,6.381155901100105
Extended Coverage,0,Fingal,2,1520.0,2,3,0,4,2,462.96,380.0,7.327123292259293,6.139798341613675
Extended Coverage,0,DCC,2,1290.0,2,1,0,6,2,747.87,322.5,7.1631723908466425,6.618565403700111
Constructed Space,0,Fingal,3,2300.0,3,1,0,6,2,394.78,383.3333333333333,7.741099090035366,5.980858501320758
Constructed Space,0,Fingal,1,400.0,1,0,0,7,2,397.25,200.0,5.993961427306569,5.987079948790158
Extended Coverage,0,DCC,3,1340.0,2,3,1,3,1,454.0,268.0,7.201170883281678,6.12029741895095
Extended Coverage,0,Fingal,2,987.0,2,1,1,5,2,563.48,246.75,6.895682697747868,6.335904953378372
Extended Coverage,0,DCC,3,1720.0,3,2,0,3,1,659.88,286.6666666666667,7.450660796211539,6.4935722802542495
Extended Coverage,0,Dun Laoghaire,2,1040.0,2,1,0,6,2,545.67,260.0,6.947937068614969,6.30384532969252
Constructed Space,0,South Dublin,2,900.0,2,0,0,3,1,807.11,225.0,6.803505257608338,6.694698187868936
Constructed Space,0,Fingal,2,1030.0,2,1,0,3,1,550.97,257.5,6.93828448401696,6.313493696974112
Extended Coverage,0,Fingal,3,1850.0,3,1,0,4,2,1030.7,308.3333333333333,7.523481312573497,6.93896320610633
Extended Coverage,108,DCC,2,1028.0,2,1,0,3,1,351.76,257.0,6.9363427358340495,5.86578793901998
Extended Coverage,0,Fingal,2,1270.0,2,1,0,5,2,741.77,317.5,7.147559271189454,6.610386440940812
Constructed Space,77,Fingal,3,1655.0,3,1,0,3,1,788.67,275.8333333333333,7.412160334945205,6.671615136672142
Constructed Space,0,DCC,2,940.0,2,1,1,6,2,482.98,235.0,6.846943139585379,6.182043583548792
Extended Coverage,0,South Dublin,2,1050.0,2,2,1,3,1,918.81,262.5,6.957497370876951,6.8241671269754045
Land Parcel,0,Other,4,600.0,4,1,0,3,1,756.67,75.0,6.398594934535208,6.630247934646819
Extended Coverage,108,Fingal,2,946.0,2,1,0,2,1,455.92,236.5,6.853299093186078,6.124508320865746
Constructed Space,0,Fingal,3,1726.0,3,3,0,3,1,953.51,287.6666666666667,7.454141078146678,6.861198119800289
Extended Coverage,0,DCC,2,1404.0,2,1,0,7,2,606.3,351.0,7.247792581767846,6.40902290290353
Extended Coverage,0,DCC,3,1525.0,2,2,0,6,2,357.25,305.0,7.330405211844402,5.881231066708281
Extended Coverage,0,DCC,2,1025.0,2,2,0,1,0,631.17,256.25,6.933423025730715,6.449158345318021
Constructed Space,0,Fingal,2,860.0,1,1,0,2,1,567.5,286.6666666666667,6.7580945044277305,6.343001313190591
Extended Coverage,0,Fingal,3,1223.0,2,1,1,2,1,397.3,244.6,7.1098794630722715,5.987205490187598
Extended Coverage,0,South Dublin,2,1197.0,2,1,1,3,1,453.24,299.25,7.088408778675395,6.118625692724661
Extended Coverage,0,South Dublin,2,1150.0,2,1,0,3,1,520.62,287.5,7.048386408721883,6.25693935343563
Extended Coverage,0,Fingal,2,1040.0,2,2,0,3,1,502.02,260.0,6.947937068614969,6.220629930740686
Extended Coverage,138,DCC,2,1310.0,2,2,0,7,2,693.13,327.5,7.1785454837637,6.542659262849352
Extended Coverage,0,Dun Laoghaire,3,1788.0,3,2,0,7,2,624.25,298.0,7.489412083508719,6.4381515697577285
Extended Coverage,0,Fingal,2,1144.0,2,2,1,5,2,382.47,286.0,7.0431599159883405,5.949261390889543
Extended Coverage,199,South Dublin,2,1070.0,2,2,1,5,2,413.69,267.5,6.976348070447749,6.027531253144375
Extended Coverage,0,Fingal,2,1200.0,2,2,0,5,2,662.08,300.0,7.0909098220799835,6.496895646556665
Extended Coverage,0,Fingal,3,1862.0,3,2,0,1,0,731.47,310.3333333333333,7.529943370601589,6.5964223844211185
Land Parcel,0,South Dublin,2,1200.0,2,1,0,6,2,553.31,300.0,7.0909098220799835,6.317724097035171
Extended Coverage,0,DCC,2,970.0,2,2,0,2,1,315.93,242.5,6.878326468291325,5.7586809293036385
Extended Coverage,78,DCC,3,1646.0,3,2,0,1,0,548.19,274.3333333333333,7.4067107301776405,6.308444465425056
Extended Coverage,352,South Dublin,3,1995.0,3,2,0,5,2,768.05,332.5,7.59890045687141,6.645155986897819
Extended Coverage,352,Fingal,2,1085.0,2,1,0,4,2,499.4,271.25,6.990256500493881,6.215407778592756
Extended Coverage,0,DCC,2,1139.0,2,2,0,1,0,566.01,284.75,7.038783541388542,6.340376940256531
Extended Coverage,0,Fingal,2,1092.0,2,2,0,6,2,457.33,273.0,6.996681488176539,6.127589448678843
Extended Coverage,0,South Dublin,3,1767.0,3,2,0,2,1,629.49,294.5,7.477604243197589,6.446497294850965
Constructed Space,0,Fingal,3,1700.0,3,1,0,3,1,534.12,283.3333333333333,7.438971592395862,6.282491020810153
Extended Coverage,0,DCC,3,1692.0,3,2,0,3,1,590.31,282.0,7.4342573821331355,6.3823404145728375
Constructed Space,0,South Dublin,3,1645.0,3,3,0,5,2,689.97,274.1666666666667,7.406103381237015,6.53809640748511
Extended Coverage,0,Dun Laoghaire,3,1345.0,2,1,1,7,2,481.0,269.0,7.204892510204673,6.1779441140506
Extended Coverage,0,South Dublin,2,1100.0,2,1,0,5,2,619.09,275.0,7.00397413672268,6.429864628794579
Extended Coverage,0,South Dublin,3,1408.0,3,3,0,5,2,499.79,234.66666666666666,7.25063551189868,6.216186851535406
Land Parcel,0,South Dublin,4,2400.0,4,1,0,4,2,1135.0,300.0,7.783640596221253,7.035268599281097
Extended Coverage,0,DCC,3,2072.0,4,2,0,3,1,821.67,296.0,7.636752112435779,6.712555148212817
Land Parcel,0,DCC,3,2040.0,3,2,1,1,0,762.23,340.0,7.621195162809845,6.6375594275376315
Extended Coverage,0,Dun Laoghaire,3,1220.0,3,2,0,5,2,520.98,203.33333333333334,7.107425474110705,6.257629272972387
Extended Coverage,0,Fingal,2,1300.0,2,1,1,2,1,689.73,325.0,7.170888478512505,6.5377490093488815
Extended Coverage,233,DCC,2,1150.0,2,2,0,5,2,384.91,287.5,7.048386408721883,5.955604181656906
Extended Coverage,0,DCC,2,1470.0,2,2,0,7,2,664.01,367.5,7.293697720601438,6.499802078136776
Extended Coverage,138,DCC,2,1063.0,2,1,0,1,0,340.61,265.75,6.96979066990159,5.8336697354906235
Extended Coverage,0,Fingal,2,1311.0,2,2,0,1,0,415.56,327.75,7.179307969504034,6.0320305088546435
Extended Coverage,0,Fingal,3,1400.0,2,2,0,1,0,445.89,280.0,7.244941546337007,6.102312479318498
Constructed Space,75,Dun Laoghaire,2,2200.0,2,0,0,5,2,319.86,550.0,7.696667081526462,5.77100489092293
Extended Coverage,0,Dun Laoghaire,3,1430.0,2,2,1,2,1,444.48,286.0,7.266128779556451,6.099152352524899
Constructed Space,0,Fingal,2,1060.0,2,2,0,3,1,588.92,265.0,6.966967138613983,6.379986934485834
Extended Coverage,0,South Dublin,3,1760.0,3,2,0,3,1,935.09,293.3333333333333,7.473637108496206,6.841711625701262
Extended Coverage,0,Dun Laoghaire,3,2010.0,3,3,0,5,2,519.5,335.0,7.606387389772652,6.254789888055024
Extended Coverage,0,Dun Laoghaire,3,1480.0,2,2,0,5,2,492.57,296.0,7.300472814267799,6.201664692786262
Extended Coverage,169,DCC,3,1230.0,2,2,1,3,1,401.4,246.0,7.115582126184454,5.9974466187855295
Extended Coverage,0,DCC,3,1300.0,3,3,0,2,1,567.5,216.66666666666666,7.170888478512505,6.343001313190591
Extended Coverage,0,South Dublin,2,1100.0,2,1,0,5,2,536.55,275.0,7.00397413672268,6.287021778931237
Extended Coverage,0,DCC,3,1752.12,3,2,0,7,2,751.43,292.02,7.469152336657083,6.623307969040285
Extended Coverage,0,Fingal,2,957.0,2,1,0,1,0,556.23,239.25,6.86484777797086,6.322978081088026
Constructed Space,0,Fingal,3,1942.0,3,2,0,7,2,596.14,323.6666666666667,7.57198844937744,6.392151591763047
Constructed Space,0,Fingal,2,1000.0,2,2,0,3,1,601.55,250.0,6.90875477931522,6.401170649473401
Extended Coverage,0,DCC,1,668.0,1,1,1,1,0,626.12,334.0,6.505784060128229,6.441137909880466
Extended Coverage,0,Dun Laoghaire,2,1089.0,2,1,1,6,2,453.9,272.25,6.993932975223189,6.120077614575958
Extended Coverage,0,Dun Laoghaire,3,1800.0,3,3,0,7,2,567.5,300.0,7.496097345175956,6.343001313190591
Extended Coverage,0,Fingal,1,960.0,2,1,0,6,2,212.81,320.0,6.8679744089702925,5.365087770181889
Extended Coverage,0,Dun Laoghaire,2,1036.0,2,3,0,3,1,431.1,259.0,6.9440872082295275,6.068657042937888
Extended Coverage,0,Fingal,3,1583.0,3,3,0,5,2,752.84,263.8333333333333,7.367708572374371,6.6251801438985005
Extended Coverage,0,South Dublin,2,1100.0,2,2,1,1,0,670.68,275.0,7.00397413672268,6.509782036632268
Extended Coverage,0,DCC,2,1246.0,2,1,0,4,2,592.09,311.5,7.1284959456800365,6.385346158139397
Extended Coverage,0,South Dublin,2,850.0,2,3,0,6,2,373.88,212.5,6.7464121285733745,5.926605974759486
Extended Coverage,0,Fingal,2,1196.0,2,2,1,5,2,488.83,299.0,7.087573705557973,6.194058392131981
Extended Coverage,0,Dun Laoghaire,3,1697.0,3,2,1,7,2,762.46,282.8333333333333,7.437206366871292,6.637860732978474
Constructed Space,0,DCC,2,1000.0,2,0,0,7,2,726.4,250.0,6.90875477931522,6.589476532552888
Extended Coverage,0,South Dublin,3,1567.0,3,3,0,5,2,651.88,261.1666666666667,7.357556200910353,6.4813933451609875
Land Parcel,18,Fingal,2,1200.0,1,1,0,2,1,340.5,400.0,7.0909098220799835,5.833347679010845
Extended Coverage,0,Fingal,2,950.0,2,2,0,2,1,537.63,237.5,6.85751406254539,6.28902887878918
Extended Coverage,0,Other,2,1022.0,2,2,1,2,1,577.5,255.5,6.930494765951626,6.360438546633731
Extended Coverage,0,South Dublin,2,1018.0,2,0,0,3,1,261.45,254.5,6.926577033222725,5.5700605876983085
Land Parcel,0,Fingal,4,2000.0,3,2,0,3,1,141.88,285.7142857142857,7.601402334583733,4.9620051171281885
Extended Coverage,0,South Dublin,2,1322.0,2,2,0,5,2,583.81,330.5,7.187657164114956,6.371287008152569
Land Parcel,0,South Dublin,4,1800.0,4,2,0,3,1,914.31,225.0,7.496097345175956,6.819262805710709
Extended Coverage,0,South Dublin,3,1460.0,2,2,1,1,0,453.92,292.0,7.2868764117507,6.120121579316244
