ID,property_scope,availability,location,size,total_sqft,bath,balcony,buying or not buying,BER,Renovation needed,price-per-sqft-$
1457,Extended Coverage,Ready To Move,DCC,2 BED,1200,2,2,No,E,Yes,408.6
1458,Extended Coverage,Ready To Move,South Dublin,2 BED,1080,2,2,Yes,C,Maybe,840.7407407
1459,Land Parcel,Ready To Move,Fingal,5 Bedroom,2280,5,,No,B,Maybe,995.6140351
1460,Extended Coverage,18-Mar,DCC,3 BED,1360,2,2,Yes,B,Maybe,709.375
1461,Extended Coverage,19-Dec,DCC,3 BED,1865,3,1,No,A,No,754.6380697
1462,Extended Coverage,18-Nov,Dun Laoghaire,3 BED,1157,2,1,Yes,F,Yes,735.7389801
1463,Extended Coverage,Ready To Move,South Dublin,2 BED,674,2,1,No,C,Maybe,488.3531157
1464,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1405,2,1,No,C,Maybe,630.1067616
1465,Extended Coverage,Ready To Move,DCC,2 BED,1160,2,2,No,A,No,431.3
1466,Land Parcel,Ready To Move,Other,4 Bedroom,1600,3,1,No,C,Maybe,1220.125
1467,Extended Coverage,21-Mar,Dun Laoghaire,3 BED,1790,3,2,Yes,A,No,805.2793296
1468,Extended Coverage,18-May,Dun Laoghaire,2 BED,1128,2,1,No,C,Maybe,660.5735816
1469,Extended Coverage,Ready To Move,DCC,2 BED,1180,2,1,Yes,G,Yes,673.3050847
1470,Constructed Space,Ready To Move,Fingal,3 BED,1450,2,2,No,E,Yes,665.3448276
1471,Constructed Space,18-Mar,DCC,1 BED,340,1,1,No,E,Yes,333.8235294
1472,Constructed Space,Ready To Move,Fingal,4 Bedroom,2000,3,1,No,F,Yes,942.05
1473,Extended Coverage,Ready To Move,DCC,2 BED,1050,2,2,Yes,B,Maybe,578.3095238
1474,Extended Coverage,Ready To Move,DCC,2 BED,1125,2,2,No,C,Maybe,403.5555556
1475,Extended Coverage,Ready To Move,DCC,2 BED,1246,2,1,No,G,Yes,619.4221509
1476,Extended Coverage,Ready To Move,DCC,2 BED,1372,2,1,No,C,Maybe,504.6282799
1477,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1330,2,1,No,D,Yes,477.8947368
1478,Extended Coverage,19-Dec,South Dublin,3 BED,2465,5,2,No,G,Yes,1077.444219
1479,Extended Coverage,Ready To Move,South Dublin,2 BED,1300,2,3,No,D,Yes,480.1923077
1480,Land Parcel,Ready To Move,Other,2 Bedroom,1420,1,0,No,F,Yes,1758.450704
1481,Land Parcel,Ready To Move,South Dublin,4 Bedroom,810,4,1,Yes,D,Yes,700.617284
1482,Extended Coverage,Ready To Move,Fingal,2 BED,1065,2,1,Yes,C,Maybe,373.0046948
1483,Constructed Space,Ready To Move,Fingal,2 BED,700,2,0,No,D,Yes,437.7857143
1484,Usable Interior,18-Mar,Dun Laoghaire,2 BED,547.34 - 827.31,2,0,No,E,Yes,
1485,Extended Coverage,Ready To Move,Fingal,2 BED,1050,2,1,No,C,Maybe,486.4285714
1486,Extended Coverage,18-Apr,Other,3 BED,1250,3,3,No,F,Yes,358.66
1487,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,865,2,0,No,C,Maybe,551.0982659
1488,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1200,2,2,Yes,B,Maybe,416.1666667
1489,Constructed Space,Ready To Move,Fingal,3 BED,1756,3,3,No,A,No,646.3553531
1490,Land Parcel,Ready To Move,DCC,9 Bedroom,750,8,,Yes,E,Yes,2270
1491,Extended Coverage,Ready To Move,Dun Laoghaire,1 BED,628,1,1,Yes,G,Yes,433.7579618
1492,Land Parcel,Ready To Move,Fingal,7 Bedroom,1200,6,2,No,F,Yes,1844.375
1493,Extended Coverage,Ready To Move,Fingal,2 BED,1207,2,2,No,C,Maybe,592.4192212
1494,Extended Coverage,Ready To Move,Fingal,3 BED,1765,3,1,No,C,Maybe,803.8243626
1495,Constructed Space,18-Dec,Dun Laoghaire,2 BED,1130,2,1,No,E,Yes,327.8442478
1496,Extended Coverage,18-Jun,Fingal,3 BED,1532,3,3,Yes,A,No,681.5926893
1497,Constructed Space,Ready To Move,Fingal,3 BED,1650,3,0,Yes,B,Maybe,756.6666667
1498,Constructed Space,18-May,South Dublin,4 Bedroom,1200,4,2,Yes,A,No,993.125
1499,Usable Interior,18-Dec,DCC,2 BED,804.1,2,1,Yes,E,Yes,975.2157692
1500,Extended Coverage,18-Apr,Fingal,2 BED,1200,2,2,No,B,Maybe,709.375
1501,Extended Coverage,Ready To Move,DCC,2 BED,1197,2,2,No,A,No,474.1019215
1502,Constructed Space,Ready To Move,Fingal,2 BED,1200,2,2,No,B,Maybe,624.25
1503,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1385,2,2,Yes,E,Yes,397.2909747
1504,Extended Coverage,Ready To Move,Other,2 BED,1010,2,3,No,E,Yes,1663.168317
1505,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,2225,3,3,No,G,Yes,586.6292135
1506,Extended Coverage,Ready To Move,Fingal,2 BED,1180,2,2,No,E,Yes,461.6949153
1507,Extended Coverage,Ready To Move,Fingal,3 BED,1525,2,3,No,D,Yes,908
1508,Extended Coverage,Ready To Move,Fingal,2 BED,1100,2,2,Yes,D,Yes,325.0227273
1509,Extended Coverage,Ready To Move,Fingal,3 BED,1435,3,3,No,B,Maybe,553.6585366
1510,Constructed Space,Ready To Move,Fingal,1 BED,400,1,1,No,E,Yes,397.25
1511,Extended Coverage,Ready To Move,South Dublin,2 BED,1200,2,2,No,E,Yes,472.9166667
1512,Extended Coverage,21-Mar,Dun Laoghaire,2 BED,1272,2,1,No,G,Yes,848.1265723
1513,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1205,2,1,No,F,Yes,367.3443983
1514,Constructed Space,Ready To Move,Fingal,2 BED,980,2,1,No,E,Yes,463.2653061
1515,Extended Coverage,18-May,South Dublin,2 BED,1225,2,2,No,G,Yes,434.1722449
1516,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1541,3,1,Yes,B,Maybe,530.3049968
1517,Extended Coverage,Ready To Move,DCC,3 BED,1610,2,2,Yes,B,Maybe,782.515528
1518,Extended Coverage,Ready To Move,DCC,2 BED,1694,2,2,No,D,Yes,837.514758
1519,Land Parcel,Ready To Move,Fingal,3 Bedroom,600,3,2,No,E,Yes,1418.75
1520,Extended Coverage,Ready To Move,South Dublin,2 BED,950,2,1,No,F,Yes,465.9473684
1521,Extended Coverage,Ready To Move,Fingal,3 BED,1560,2,3,No,B,Maybe,480.1923077
1522,Extended Coverage,Ready To Move,Fingal,2 BED,1201,2,2,No,B,Maybe,255.1623647
1523,Land Parcel,Ready To Move,Fingal,2 Bedroom,1500,2,1,No,B,Maybe,454
1524,Extended Coverage,Ready To Move,South Dublin,3 BED,1785,3,2,Yes,E,Yes,476.8907563
1525,Constructed Space,Ready To Move,Fingal,2 BED,1258,2,1,No,C,Maybe,573.1836248
1526,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,910,2,2,No,G,Yes,523.8461538
1527,Extended Coverage,Ready To Move,DCC,2 BED,1297,2,2,Yes,F,Yes,980.1079414
1528,Extended Coverage,Ready To Move,DCC,2 BED,1291,2,3,Yes,A,No,430.7900852
1529,Constructed Space,Ready To Move,Fingal,2 BED,1070,2,2,No,B,Maybe,445.5140187
1530,Extended Coverage,Ready To Move,DCC,2 BED,1012,2,1,No,G,Yes,745.8250988
1531,Extended Coverage,Ready To Move,Fingal,2 BED,1260,2,3,No,G,Yes,518.8571429
1532,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1282,2,2,Yes,G,Yes,637.4414977
1533,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1843,3,2,Yes,A,No,567.4997287
1534,Land Parcel,Ready To Move,Other,4 Bedroom,2400,3,,No,A,No,945.8333333
1535,Constructed Space,Ready To Move,South Dublin,5 Bedroom,3356,5,2,No,C,Maybe,355.1102503
1536,Extended Coverage,19-Mar,Dun Laoghaire,4 BED,2790,5,3,Yes,G,Yes,805.483871
1537,Extended Coverage,Ready To Move,South Dublin,2 BED,1330,2,1,Yes,A,No,742.2729323
1538,Extended Coverage,Ready To Move,South Dublin,3 BED,1400,2,1,No,B,Maybe,591.8214286
1539,Constructed Space,18-Dec,Dun Laoghaire,2 BED,1192,2,1,Yes,B,Maybe,676.0486577
1540,Constructed Space,Ready To Move,Fingal,2 BED,1000,2,1,No,F,Yes,1475.5
1541,Extended Coverage,Ready To Move,DCC,2 BED,1297,2,2,No,E,Yes,901.3492675
1542,Extended Coverage,19-Jul,Dun Laoghaire,1 BED,580 - 650,1,0,No,C,Maybe,
1543,Extended Coverage,21-Jun,Fingal,3 BED,1490,3,2,No,B,Maybe,761.7449664
1544,Extended Coverage,Ready To Move,South Dublin,3 BED,1373,3,2,Yes,A,No,595.193008
1545,Extended Coverage,Ready To Move,Fingal,2 BED,1035,2,1,Yes,D,Yes,453.8898551
1546,Land Parcel,Ready To Move,Fingal,4 Bedroom,3750,4,0,No,D,Yes,635.6
1547,Extended Coverage,Ready To Move,South Dublin,2 BED,1010,2,1,Yes,A,No,453.8871287
1548,Constructed Space,Ready To Move,DCC,2 BED,1195,2,1,Yes,B,Maybe,398.9121339
1549,Extended Coverage,Ready To Move,DCC,3 BED,1750,3,2,Yes,B,Maybe,616.1428571
1550,Extended Coverage,Ready To Move,South Dublin,2 BED,1052,2,2,Yes,A,No,539.4486692
1551,Extended Coverage,Ready To Move,South Dublin,2 BED,1180,2,2,No,F,Yes,557.8813559
1552,Constructed Space,Ready To Move,South Dublin,5 Bedroom,3680,4,2,No,D,Yes,1357.065217
1553,Constructed Space,Ready To Move,DCC,3 BED,2100,3,2,No,F,Yes,394.547619
1554,Constructed Space,18-Mar,DCC,4 Bedroom,2863,4,1,No,C,Maybe,555.0122249
1555,Extended Coverage,Ready To Move,Fingal,2 BED,1128,2,2,No,G,Yes,384.7730496
1556,Constructed Space,Ready To Move,South Dublin,3 BED,2700,3,1,Yes,D,Yes,1891.666667
1557,Extended Coverage,18-Jul,DCC,2 BED,1120,2,2,Yes,B,Maybe,340.5
1558,Constructed Space,Ready To Move,DCC,3 BED,2424,3,2,Yes,G,Yes,421.4108911
1559,Constructed Space,Ready To Move,Fingal,2 BED,1300,2,1,Yes,C,Maybe,523.8461538
1560,Extended Coverage,Ready To Move,Fingal,2 BED,1090,2,2,No,D,Yes,340.3954128
1561,Constructed Space,Ready To Move,Dun Laoghaire,3 Bedroom,2710,3,1,No,C,Maybe,1051.236162
1562,Land Parcel,Ready To Move,Fingal,2 Bedroom,3040,1,1,No,G,Yes,672.0394737
1563,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1330,2,2,No,C,Maybe,397.2496241
1564,Extended Coverage,18-Jul,DCC,3 BED,1427,2,1,Yes,G,Yes,641.3104415
1565,Extended Coverage,18-Aug,South Dublin,3 BED,1294,2,2,Yes,C,Maybe,421.0200927
1566,Constructed Space,Ready To Move,South Dublin,3 BED,1580,3,2,No,D,Yes,538.7658228
1567,Land Parcel,Ready To Move,Dun Laoghaire,5 Bedroom,400,5,1,Yes,B,Maybe,5675
1568,Land Parcel,Ready To Move,South Dublin,3 Bedroom,1808,4,2,No,C,Maybe,503.9070796
1569,Extended Coverage,Ready To Move,Fingal,4 BED,3516,4,3,No,E,Yes,1743.174061
1570,Extended Coverage,Ready To Move,South Dublin,2 BED,1194,2,2,No,G,Yes,446.7755444
1571,Extended Coverage,21-Dec,Dun Laoghaire,2 BED,900,2,1,No,F,Yes,580.1111111
1572,Extended Coverage,Ready To Move,Fingal,3 BED,1310,2,3,No,F,Yes,433.2061069
1573,Extended Coverage,21-Oct,Dun Laoghaire,2 BED,900,2,1,Yes,B,Maybe,580.1111111
1574,Constructed Space,Ready To Move,South Dublin,4 Bedroom,3850,6,3,No,D,Yes,574.8701299
1575,Land Parcel,Ready To Move,South Dublin,7 Bedroom,925,7,3,No,D,Yes,1079.783784
1576,Extended Coverage,16-Dec,South Dublin,2 BED,2400,1,1,Yes,A,No,709.375
1577,Extended Coverage,Ready To Move,DCC,2 BED,1290,2,3,No,E,Yes,879.8449612
1578,Constructed Space,Ready To Move,Dun Laoghaire,6 Bedroom,3770,6,3,Yes,F,Yes,331.1671088
1579,Extended Coverage,Ready To Move,Fingal,3 BED,1390,3,1,No,F,Yes,979.8561151
1580,Land Parcel,Ready To Move,Fingal,4 Bedroom,1200,4,2,No,A,No,681
1581,Constructed Space,Ready To Move,DCC,2 BED,845,2,1,No,F,Yes,443.2544379
1582,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1537,3,3,No,G,Yes,886.1418347
1583,Extended Coverage,Ready To Move,Fingal,2 BED,1135,2,2,No,E,Yes,680
1584,Extended Coverage,19-Dec,DCC,3 BED,1512,3,2,Yes,A,No,568.7757937
1585,Extended Coverage,Ready To Move,Fingal,2 BED,900,2,1,No,A,No,693.6111111
1586,Extended Coverage,Ready To Move,DCC,3 BED,1230,3,3,No,B,Maybe,498.2926829
1587,Extended Coverage,18-Apr,Fingal,3 BED,1378,2,3,No,C,Maybe,348.6538462
1588,Extended Coverage,17-Oct,Dun Laoghaire,2 BED,1277,2,1,No,E,Yes,544.8355521
1589,Extended Coverage,19-Jun,Dun Laoghaire,3 BED,1985,4,2,No,F,Yes,1080.680101
1590,Land Parcel,Ready To Move,DCC,5 Bedroom,8000,5,,No,E,Yes,709.375
1591,Extended Coverage,Ready To Move,Other,2 BED,1210,2,2,Yes,C,Maybe,581.5702479
1592,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,890,2,,Yes,B,Maybe,510.1123596
1593,Land Parcel,Ready To Move,DCC,9 Bedroom,2550,9,0,No,D,Yes,1602.352941
1594,Land Parcel,Ready To Move,DCC,4 Bedroom,1200,5,2,No,A,No,1040.416667
1595,Constructed Space,Ready To Move,South Dublin,4 BED,3198,4,3,No,D,Yes,709.8186366
1596,Extended Coverage,Ready To Move,Fingal,3 BED,1464,3,2,Yes,G,Yes,434.1530055
1597,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,2483,5,2,No,G,Yes,982.7829239
1598,Land Parcel,Ready To Move,South Dublin,4 Bedroom,1550,4,2,No,B,Maybe,951.9354839
1599,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,4111,4,1,No,E,Yes,855.8744831
1600,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,975,2,2,No,F,Yes,436.5384615
1601,Extended Coverage,Ready To Move,Fingal,3 BED,2500,3,1,Yes,G,Yes,1135
1602,Extended Coverage,Ready To Move,South Dublin,3 BED,1690,3,1,No,B,Maybe,839.4970414
1603,Extended Coverage,18-May,DCC,2 BED,1063,2,1,No,F,Yes,340.4995296
1604,Land Parcel,Ready To Move,South Dublin,3 Bedroom,2572,3,3,No,E,Yes,1721.034215
1605,Usable Interior,Ready To Move,Fingal,3 BED,2200,4,,No,A,No,1805.681818
1606,Constructed Space,Ready To Move,Fingal,3 BED,1600,3,0,No,F,Yes,567.5
1607,Extended Coverage,18-May,Fingal,3 BED,1250,3,1,Yes,B,Maybe,358.66
1608,Extended Coverage,Ready To Move,Fingal,1 BED,520,1,0,No,C,Maybe,425.625
1609,Extended Coverage,Ready To Move,Fingal,4 BED,4000,5,,Yes,G,Yes,601.55
1610,Constructed Space,Ready To Move,South Dublin,3 BED,1390,3,2,Yes,A,No,555.2517986
1611,Extended Coverage,18-May,Dun Laoghaire,2 BED,1185,2,2,No,G,Yes,383.1223629
1612,Extended Coverage,Ready To Move,Fingal,2 BED,1219,2,2,Yes,F,Yes,446.923708
1613,Extended Coverage,18-Dec,Fingal,3 BED,1564,2,1,Yes,D,Yes,667.6470588
1614,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,3425 - 3435,6,0,Yes,B,Maybe,
1615,Extended Coverage,Ready To Move,DCC,2 BED,1100,2,2,No,G,Yes,382.8045455
1616,Constructed Space,Ready To Move,South Dublin,3 BED,1300,2,0,No,F,Yes,523.8461538
1617,Land Parcel,Ready To Move,South Dublin,3 Bedroom,1600,2,0,No,D,Yes,567.5
1618,Constructed Space,Ready To Move,DCC,3 Bedroom,1600,3,2,No,F,Yes,532.03125
1619,Extended Coverage,19-Mar,Fingal,3 BED,1482,2,1,No,G,Yes,704.5883941
1620,Land Parcel,18-May,South Dublin,3 Bedroom,1000,4,3,Yes,B,Maybe,749.1
1621,Extended Coverage,Ready To Move,South Dublin,2 BED,1200,2,3,Yes,A,No,501.2916667
1622,Land Parcel,Ready To Move,South Dublin,3 Bedroom,600,3,2,No,C,Maybe,1418.75
1623,Extended Coverage,Ready To Move,DCC,2 BED,1200,2,0,Yes,F,Yes,548.5833333
1624,Land Parcel,Ready To Move,South Dublin,6 Bedroom,600,4,0,No,D,Yes,1135
1625,Constructed Space,Ready To Move,DCC,3 Bedroom,2400,3,0,No,A,No,756.6666667
1626,Extended Coverage,19-Dec,Fingal,3 BED,1469,3,1,No,D,Yes,687.6446562
1627,Extended Coverage,22-Mar,Fingal,1 BED,551,1,1,No,C,Maybe,617.9673321
1628,Extended Coverage,19-Dec,DCC,2 BED,1160,2,1,No,F,Yes,508.7931034
1629,Extended Coverage,Ready To Move,DCC,2 BED,1205,2,1,Yes,C,Maybe,739.3983402
1630,Constructed Space,Ready To Move,DCC,3 BED,1550,2,3,Yes,A,No,380.7741935
1631,Extended Coverage,Ready To Move,South Dublin,3 BED,1745,3,2,No,B,Maybe,813.0372493
1632,Extended Coverage,Ready To Move,South Dublin,2 BED,1028,2,1,No,G,Yes,463.7159533
1633,Extended Coverage,Ready To Move,Fingal,3 BED,1700,3,1,Yes,D,Yes,1201.764706
1634,Extended Coverage,Ready To Move,South Dublin,3 BED,1200,2,1,No,B,Maybe,321.5833333
1635,Extended Coverage,Ready To Move,South Dublin,3 BED,2700,4,1,No,D,Yes,1135
1636,Constructed Space,Ready To Move,Fingal,2 BED,1100,2,2,No,B,Maybe,515.9090909
1637,Land Parcel,Ready To Move,DCC,2 Bedroom,1200,3,1,No,F,Yes,681
1638,Extended Coverage,Ready To Move,Fingal,2 BED,1269.72,2,2,No,G,Yes,607.8505497
1639,Extended Coverage,Ready To Move,Fingal,2 BED,1266,2,2,No,F,Yes,528.9494471
1640,Extended Coverage,Ready To Move,DCC,2 BED,1060,2,1,No,E,Yes,663.8679245
1641,Land Parcel,Ready To Move,Other,3 Bedroom,1168,3,0,No,F,Yes,680.2226027
1642,Extended Coverage,Ready To Move,Fingal,2 BED,1552,2,1,Yes,D,Yes,372.9703608
1643,Extended Coverage,18-May,Fingal,3 BED,1804 - 2273,3,0,No,C,Maybe,
1644,Extended Coverage,Ready To Move,Fingal,1 BED,500,1,1,No,B,Maybe,385.9
1645,Extended Coverage,Ready To Move,DCC,2 BED,1080,2,2,No,F,Yes,454
1646,Land Parcel,Ready To Move,Fingal,4 Bedroom,2100,4,,No,C,Maybe,837.7380952
1647,Extended Coverage,Ready To Move,Fingal,2 BED,1300,2,2,No,D,Yes,567.5
1648,Constructed Space,Ready To Move,DCC,2 BED,920,2,2,Yes,D,Yes,407.1195652
1649,Land Parcel,Ready To Move,Fingal,4 Bedroom,817,2,1,No,A,No,1667.074663
1650,Constructed Space,Ready To Move,DCC,2 BED,1310,2,1,Yes,D,Yes,433.2061069
1651,Extended Coverage,Ready To Move,Fingal,3 BED,1650,2,1,No,D,Yes,515.9090909
1652,Extended Coverage,Ready To Move,Other,3 BED,1515,3,3,No,G,Yes,703.69967
1653,Extended Coverage,18-Dec,Fingal,2 BED,1157,2,1,No,G,Yes,527.7700951
1654,Extended Coverage,Ready To Move,Other,4 BED,2400,5,1,No,B,Maybe,401.9791667
1655,Extended Coverage,Ready To Move,South Dublin,4 BED,3000,4,3,No,D,Yes,605.3333333
1656,Extended Coverage,Ready To Move,Fingal,3 BED,2200,2,1,No,C,Maybe,835.7727273
1657,Constructed Space,19-Dec,Fingal,2 BED,1243,2,1,No,B,Maybe,529.6057924
1658,Extended Coverage,Ready To Move,DCC,3 BED,1530,2,2,No,F,Yes,551.8470588
1659,Extended Coverage,Ready To Move,South Dublin,3 BED,2070,3,3,Yes,A,No,888.2608696
1660,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1815,3,2,No,G,Yes,512.7823691
1661,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,3900,4,3,Yes,A,No,873.0769231
1662,Extended Coverage,18-Aug,Fingal,2 BED,1000,2,1,No,B,Maybe,327.788
1663,Extended Coverage,18-May,Fingal,2 BED,982,2,2,Yes,G,Yes,283.7494908
1664,Extended Coverage,Ready To Move,Fingal,2 BED,1232,2,2,No,C,Maybe,819.9269481
1665,Extended Coverage,19-Dec,South Dublin,3 BED,1282,3,2,Yes,A,No,1575.897036
1666,Extended Coverage,Ready To Move,Dun Laoghaire,1 BED,654,1,1,Yes,B,Maybe,666.4220183
1667,Constructed Space,Ready To Move,Fingal,2 BED,1181,2,0,No,C,Maybe,528.5774767
1668,Extended Coverage,Ready To Move,DCC,3 BED,1075,2,1,No,E,Yes,475.1162791
1669,Land Parcel,Ready To Move,South Dublin,4 Bedroom,1200,4,2,No,F,Yes,2317.291667
1670,Extended Coverage,Ready To Move,Other,3 BED,1616,3,1,No,E,Yes,526.7636139
1671,Constructed Space,Ready To Move,Fingal,5 Bedroom,1800,6,0,No,D,Yes,280.5972222
1672,Land Parcel,Ready To Move,Fingal,6 Bedroom,1200,4,1,No,C,Maybe,1276.875
1673,Extended Coverage,20-Dec,Dun Laoghaire,3 BED,1306,3,2,No,G,Yes,474.9441041
1674,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1626,3,3,No,G,Yes,621.2484625
1675,Constructed Space,Ready To Move,Other,6 BED,2700,4,2,No,D,Yes,899.5925926
1676,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1585,3,2,No,D,Yes,630.1577287
1677,Extended Coverage,Ready To Move,Fingal,2 BED,1370,2,1,No,G,Yes,465.349635
1678,Land Parcel,Ready To Move,Dun Laoghaire,5 Bedroom,3250,5,3,Yes,A,No,3143.076923
1679,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1495,2,2,No,E,Yes,683.277592
1680,Extended Coverage,Ready To Move,Fingal,3 BED,2000,3,2,No,G,Yes,1191.75
1681,Land Parcel,Ready To Move,Fingal,5 Bedroom,2400,4,1,No,G,Yes,1418.75
1682,Land Parcel,Ready To Move,South Dublin,3 Bedroom,1375,3,0,No,G,Yes,470.5090909
1683,Extended Coverage,Ready To Move,DCC,4 BED,3630 - 3800,6,0,No,A,No,
1684,Constructed Space,Ready To Move,South Dublin,3 BED,1400,2,2,No,B,Maybe,389.1428571
1685,Extended Coverage,Ready To Move,Fingal,5 BED,1100,5,0,No,G,Yes,1392.954545
1686,Extended Coverage,21-Dec,Dun Laoghaire,1 BED,660 - 670,,,Yes,B,Maybe,
1687,Land Parcel,Ready To Move,Fingal,4 Bedroom,1200,4,2,No,E,Yes,2033.541667
1688,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1150,2,2,Yes,B,Maybe,454
1689,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1080,2,1,Yes,E,Yes,567.5
1690,Extended Coverage,Ready To Move,South Dublin,3 BED,1645,3,2,No,B,Maybe,689.9696049
1691,Extended Coverage,Ready To Move,Fingal,3 BED,1760,3,3,Yes,A,No,1135
1692,Constructed Space,Ready To Move,Fingal,1 BED,595,1,1,No,E,Yes,801.1764706
1693,Land Parcel,Ready To Move,South Dublin,3 Bedroom,1200,3,1,Yes,A,No,1182.291667
1694,Extended Coverage,18-Dec,DCC,4 BED,4000 - 5249,4,0,No,E,Yes,
1695,Constructed Space,Ready To Move,Fingal,2 BED,1410,2,3,No,F,Yes,539.3262411
1696,Constructed Space,18-Dec,Fingal,2 BED,1090,2,1,No,D,Yes,327.7963303
1697,Land Parcel,Ready To Move,DCC,1 Bedroom,540,1,0,No,F,Yes,630.5555556
1698,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1300,2,2,No,C,Maybe,523.8461538
1699,Constructed Space,Ready To Move,Fingal,3 BED,1890,2,2,No,B,Maybe,510.4497354
1700,Extended Coverage,Ready To Move,Fingal,2 BED,1254,2,1,No,E,Yes,479.7049442
1701,Constructed Space,Ready To Move,Fingal,7 Bedroom,2800,7,2,No,G,Yes,506.6964286
1702,Constructed Space,Ready To Move,South Dublin,2 BED,1275,2,,No,F,Yes,1068.235294
1703,Extended Coverage,Ready To Move,South Dublin,3 BED,1245,2,2,No,G,Yes,624.2955823
1704,Constructed Space,Ready To Move,Fingal,2 BED,1170,2,2,Yes,F,Yes,834.2735043
1705,Extended Coverage,18-Apr,DCC,2 BED,1193,2,1,No,G,Yes,818.1894384
1706,Extended Coverage,18-Dec,Fingal,2 BED,850,2,1,Yes,B,Maybe,339.1647059
1707,Extended Coverage,Ready To Move,Fingal,3 BED,1678,3,3,Yes,G,Yes,473.4803337
1708,Constructed Space,Ready To Move,South Dublin,3 BED,1600,3,3,No,C,Maybe,532.03125
1709,Extended Coverage,Ready To Move,DCC,3 BED,1750,3,2,No,B,Maybe,544.8
1710,Extended Coverage,18-Nov,Dun Laoghaire,2 BED,1125,2,2,Yes,B,Maybe,625.5111111
1711,Land Parcel,Ready To Move,Fingal,4 Bedroom,2200,4,3,No,E,Yes,1212.386364
1712,Land Parcel,Ready To Move,Fingal,3 Bedroom,1500Sq. Meter,3,1,No,D,Yes,
1713,Constructed Space,Ready To Move,South Dublin,3 BED,2800,2,0,Yes,D,Yes,810.7142857
1714,Land Parcel,Ready To Move,Fingal,2 Bedroom,1200,2,1,No,F,Yes,1135
1715,Constructed Space,Ready To Move,Fingal,2 BED,1000,2,1,No,F,Yes,567.5
1716,Constructed Space,Ready To Move,South Dublin,4 BED,2780,5,2,No,F,Yes,1959.71223
1717,Constructed Space,18-Dec,Fingal,3 BED,1320,2,1,No,F,Yes,327.8598485
1718,Extended Coverage,Ready To Move,Other,27 BED,8000,27,0,No,A,No,326.3125
1719,Extended Coverage,Ready To Move,South Dublin,4 BED,2422,4,2,No,B,Maybe,749.793559
1720,Constructed Space,Ready To Move,DCC,2 BED,1100,2,1,No,E,Yes,515.9090909
1721,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,882,2,1,No,D,Yes,386.0544218
1722,Extended Coverage,Ready To Move,DCC,2 BED,845,2,1,No,E,Yes,496.9822485
1723,Extended Coverage,Ready To Move,South Dublin,2 BED,883,2,1,No,G,Yes,501.3023783
1724,Extended Coverage,Ready To Move,Dun Laoghaire,1 BED,620 - 933,,,No,C,Maybe,
1725,Extended Coverage,Ready To Move,DCC,3 BED,1595,3,3,Yes,G,Yes,626.2068966
1726,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,1280,2,0,Yes,E,Yes,753.7109375
1727,Constructed Space,Ready To Move,Fingal,4 Bedroom,1700,2,1,Yes,G,Yes,3672.058824
1728,Extended Coverage,Ready To Move,Fingal,2 BED,920,2,0,Yes,B,Maybe,431.7934783
1729,Extended Coverage,Ready To Move,South Dublin,2 BED,1300,2,3,No,C,Maybe,497.6538462
1730,Extended Coverage,Ready To Move,Fingal,2 BED,1450,1,0,No,D,Yes,1800.344828
1731,Extended Coverage,Ready To Move,DCC,3 BED,1757,3,2,Yes,B,Maybe,852.7034718
1732,Extended Coverage,Ready To Move,Fingal,1 BED,600,1,1,Yes,A,No,312.125
1733,Constructed Space,Ready To Move,Fingal,4 Bedroom,2400,3,2,No,A,No,671.5416667
1734,Extended Coverage,Ready To Move,DCC,2 BED,1240,2,1,No,D,Yes,402.7419355
1735,Land Parcel,Ready To Move,Fingal,10 Bedroom,750,10,,Yes,A,No,1362
